pclass,age,sibsp,parch,fare,adult_male,alone,sex_male,embarked_Q,embarked_S,class_Second,class_Third,who_man,who_woman,deck_B,deck_C,deck_D,deck_E,deck_F,deck_G,embark_town_Queenstown,embark_town_Southampton,alive_yes,survived
-0.2851016203887416,2.6481975843578853,-0.5305986490832921,-0.49715690120713385,-0.46447709716279945,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0
-1.4553616747592824,-0.1202381289670164,0.48400949940768595,-0.49715690120713385,0.9104528166437761,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
-1.4553616747592824,0.899711870679,0.48400949940768595,-0.49715690120713385,0.33165733168371664,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0.8851584339817992,-0.10202473611619467,-0.5305986490832921,-0.49715690120713385,-0.5272240005331894,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1
0.8851584339817992,-0.6302131287900247,-0.5305986490832921,-0.49715690120713385,-0.5114778044079552,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
0.8851584339817992,-0.8487738429998853,1.498617647898664,-0.49715690120713385,-0.3205973811062002,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0
0.8851584339817992,-1.1401881286130329,0.48400949940768595,-0.49715690120713385,-0.4502483524429088,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
0.8851584339817992,0.7540047278724263,0.48400949940768595,-0.49715690120713385,-0.4841406583572013,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0
-0.2851016203887416,-0.1930917003703033,0.48400949940768595,-0.49715690120713385,-0.2630454946835604,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0
0.8851584339817992,-0.10202473611619467,-0.5305986490832921,-0.49715690120713385,-0.5144359713700789,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
-0.2851016203887416,-1.9415774140491886,0.48400949940768595,1.894076292329019,0.13174509900603532,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
0.8851584339817992,-0.7759202715965984,-0.5305986490832921,-0.49715690120713385,-0.5147544251416175,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1
0.8851584339817992,-0.10202473611619467,-0.5305986490832921,-0.49715690120713385,-0.5114778044079552,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
0.8851584339817992,-0.10202473611619467,0.48400949940768595,-0.49715690120713385,-0.3685572864583999,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
0.8851584339817992,-0.10202473611619467,1.498617647898664,-0.49715690120713385,-0.2500157475974748,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
0.8851584339817992,-0.8487738429998853,0.48400949940768595,-0.49715690120713385,-0.32443417353437615,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0
0.8851584339817992,-1.6501631284360412,3.52783394488062,0.6984596955609427,0.09545479782413278,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0.8851584339817992,-0.6302131287900247,-0.5305986490832921,-0.49715690120713385,-0.5162737949431752,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
-1.4553616747592824,1.4096868705020082,0.48400949940768595,-0.49715690120713385,0.806061368257964,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
-0.2851016203887416,-0.04738455756372951,0.48400949940768595,-0.49715690120713385,-0.16712568397916092,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1
-1.4553616747592824,2.5753440129545986,-0.5305986490832921,0.6984596955609427,0.5230979266799853,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
-1.4553616747592824,-0.10202473611619467,-0.5305986490832921,-0.49715690120713385,0.015121956359198187,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1
-0.2851016203887416,-0.6302131287900247,-0.5305986490832921,-0.49715690120713385,-0.46447709716279945,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1
0.8851584339817992,-0.08381134326537296,-0.5305986490832921,-0.49715690120713385,-0.5272240005331894,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
-0.2851016203887416,-1.795870271242615,0.48400949940768595,1.894076292329019,-0.1335537502326211,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1
0.8851584339817992,-1.3587488428228935,4.542442093371598,1.894076292329019,0.2338191247652291,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0.8851584339817992,-0.5573595573867377,-0.5305986490832921,-0.49715690120713385,-0.5272240005331894,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
-1.4553616747592824,0.6082975850658525,-0.5305986490832921,-0.49715690120713385,0.868808271628354,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1
-1.4553616747592824,1.1182725848888608,0.48400949940768595,-0.49715690120713385,0.9354725400679115,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0.8851584339817992,-1.8687238426459019,2.513225796389642,1.894076292329019,-0.13067615591148912,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
-1.4553616747592824,-0.10202473611619467,-0.5305986490832921,-0.49715690120713385,-0.13411392192713475,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0.8851584339817992,-0.10202473611619467,0.48400949940768595,0.6984596955609427,-0.3734338496346116,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1
-0.2851016203887416,-0.04738455756372951,-0.5305986490832921,-0.49715690120713385,-0.46447709716279945,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1
0.8851584339817992,-0.7759202715965984,-0.5305986490832921,-0.49715690120713385,-0.5094001813080979,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
0.8851584339817992,-0.9216274144031722,3.52783394488062,1.894076292329019,-0.5138757996755652,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1
0.8851584339817992,-0.2659452717735902,1.498617647898664,-0.49715690120713385,-0.4997276275966662,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
-0.2851016203887416,0.17117615664613117,-0.5305986490832921,-0.49715690120713385,-0.46447709716279945,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0
0.8851584339817992,-0.994480985806459,4.542442093371598,1.894076292329019,0.2338191247652291,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0
-0.2851016203887416,-0.6302131287900247,-0.5305986490832921,-0.49715690120713385,0.7441125177126345,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0
0.8851584339817992,-0.2659452717735902,0.48400949940768595,-0.49715690120713385,-0.3886198740653321,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
0.8851584339817992,0.17117615664613117,-0.5305986490832921,-0.49715690120713385,0.41790458867668456,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1
0.8851584339817992,-0.3387988431768771,-0.5305986490832921,-0.49715690120713385,-0.5191513892643072,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
-0.2851016203887416,-2.0996696639943213,-0.5305986490832921,1.894076292329019,-0.10957379755652119,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1
0.8851584339817992,0.025469013839557384,-0.5305986490832921,-0.49715690120713385,-0.42658877193456163,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1
0.8851584339817992,-0.5573595573867377,-0.5305986490832921,-0.49715690120713385,-0.4932530403741193,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
0.8851584339817992,-0.04738455756372951,-0.5305986490832921,-0.49715690120713385,-0.48366105930367936,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1
0.8851584339817992,-0.10202473611619467,-0.5305986490832921,-0.49715690120713385,-0.5165135944699362,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1
-1.4553616747592824,-0.1202381289670164,-0.5305986490832921,-0.49715690120713385,0.23765591719340512,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
-0.2851016203887416,-0.9216274144031722,-0.5305986490832921,-0.49715690120713385,-0.46447709716279945,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1
0.8851584339817992,0.24402972804941805,2.513225796389642,-0.49715690120713385,-0.36184289970909195,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1
0.8851584339817992,-0.994480985806459,0.48400949940768595,3.089692889097096,-0.006460001049291706,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
-1.4553616747592824,-0.48450598598345085,2.513225796389642,1.894076292329019,4.379473343409376,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1
0.8851584339817992,-0.41165241458016394,-0.5305986490832921,-0.49715690120713385,-0.5114778044079552,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
0.8851584339817992,-0.04738455756372951,-0.5305986490832921,-0.49715690120713385,-0.5114778044079552,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
0.8851584339817992,-0.7030667001933115,-0.5305986490832921,-0.49715690120713385,-0.5152340241951395,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
-1.4553616747592824,1.1911261562921476,0.48400949940768595,-0.49715690120713385,0.5076701843262897,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0.8851584339817992,-0.2659452717735902,0.48400949940768595,1.894076292329019,-0.2711986785934344,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
0.8851584339817992,2.1382225845348772,-0.5305986490832921,-0.49715690120713385,-0.5268249741206591,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
-1.4553616747592824,3.01246544137432,-0.5305986490832921,-0.49715690120713385,-0.001103838819557979,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-1.4553616747592824,-0.48450598598345085,-0.5305986490832921,0.6984596955609427,0.5495545288684729,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
-0.2851016203887416,0.31688329945270494,-0.5305986490832921,0.6984596955609427,-0.2246775704018006,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1
-0.2851016203887416,0.31688329945270494,0.48400949940768595,-0.49715690120713385,-0.16712568397916092,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0
0.8851584339817992,-0.1202381289670164,-0.5305986490832921,-0.49715690120713385,-0.5144359713700789,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0
-1.4553616747592824,-0.6302131287900247,-0.5305986490832921,0.6984596955609427,0.8167717743212172,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
0.8851584339817992,0.24402972804941805,-0.5305986490832921,-0.49715690120713385,-0.4998868544824356,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
0.8851584339817992,0.5354440136625657,1.498617647898664,-0.49715690120713385,-0.5138757996755652,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
0.8851584339817992,-0.1202381289670164,-0.5305986490832921,-0.49715690120713385,-0.5144359713700789,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
0.8851584339817992,-0.6302131287900247,-0.5305986490832921,-0.49715690120713385,-0.5191513892643072,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1
0.8851584339817992,-0.10202473611619467,-0.5305986490832921,-0.49715690120713385,-0.5167533939966972,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1
0.8851584339817992,0.6082975850658525,-0.5305986490832921,-0.49715690120713385,-0.5144359713700789,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
0.8851584339817992,-0.10202473611619467,0.48400949940768595,-0.49715690120713385,-0.20261601393978876,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1
-1.4553616747592824,1.2639797276954345,-0.5305986490832921,-0.49715690120713385,0.33165733168371664,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0.8851584339817992,-1.1037613429113895,0.48400949940768595,-0.49715690120713385,-0.3886198740653321,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0.8851584339817992,-0.5573595573867377,-0.5305986490832921,-0.49715690120713385,-0.5114778044079552,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
0.8851584339817992,-0.7030667001933115,0.48400949940768595,-0.49715690120713385,-0.4774262716078934,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0
0.8851584339817992,-0.9216274144031722,-0.5305986490832921,-0.49715690120713385,-0.3885412198205545,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
0.8851584339817992,-0.6302131287900247,-0.5305986490832921,-0.49715690120713385,-0.5138757996755652,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
0.8851584339817992,2.9760386556726766,-0.5305986490832921,-0.49715690120713385,-0.5172329930502192,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
-0.2851016203887416,-0.04738455756372951,0.48400949940768595,-0.49715690120713385,-0.2630454946835604,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0
-1.4553616747592824,-0.41165241458016394,-0.5305986490832921,0.6984596955609427,4.082520956638269,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0.8851584339817992,-2.0144309854524756,3.52783394488062,1.894076292329019,-0.06593028368601944,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
-0.2851016203887416,-0.6302131287900247,1.498617647898664,-0.49715690120713385,0.7441125177126345,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0
-0.2851016203887416,0.2076029423477746,0.48400949940768595,-0.49715690120713385,-0.08903161089606702,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
-0.2851016203887416,0.2076029423477746,-0.5305986490832921,-0.49715690120713385,-0.41651719181059965,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1
-1.4553616747592824,1.7739547275184429,-0.5305986490832921,0.6984596955609427,0.8167717743212172,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
0.8851584339817992,-1.2858952714196066,0.48400949940768595,-0.49715690120713385,-0.4502483524429088,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
0.8851584339817992,-0.10202473611619467,-0.5305986490832921,-0.49715690120713385,-0.5172329930502192,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
0.8851584339817992,-0.41165241458016394,-0.5305986490832921,-0.49715690120713385,-0.5289025972205165,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1
0.8851584339817992,-0.10202473611619467,0.48400949940768595,0.6984596955609427,-0.23698791890760326,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
0.8851584339817992,1.1182725848888608,-0.5305986490832921,-0.49715690120713385,-0.5321005637094011,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
0.8851584339817992,0.24402972804941805,-0.5305986490832921,-0.49715690120713385,-0.5144359713700789,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
0.8851584339817992,-0.7030667001933115,-0.5305986490832921,-0.49715690120713385,-0.5306617665488351,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
0.8851584339817992,1.2639797276954345,0.48400949940768595,-0.49715690120713385,-0.38774124859927983,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0
-0.2851016203887416,-0.3387988431768771,-0.5305986490832921,-0.49715690120713385,-0.41651719181059965,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0
-0.2851016203887416,-0.48450598598345085,-0.5305986490832921,-0.49715690120713385,-0.3772706420627876,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
-1.4553616747592824,-0.7759202715965984,-0.5305986490832921,1.894076292329019,-0.16169086750464962,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1
-1.4553616747592824,0.5354440136625657,0.48400949940768595,-0.49715690120713385,0.35275969003868457,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0.8851584339817992,-0.994480985806459,-0.5305986490832921,-0.49715690120713385,-0.48909587577819064,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
-1.4553616747592824,-0.41165241458016394,-0.5305986490832921,-0.49715690120713385,0.8534611019156501,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0.8851584339817992,-0.10202473611619467,-0.5305986490832921,1.894076292329019,-0.3734338496346116,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
0.8851584339817992,-0.5573595573867377,-0.5305986490832921,-0.49715690120713385,-0.5172329930502192,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1
0.8851584339817992,-0.41165241458016394,0.48400949940768595,-0.49715690120713385,-0.36184289970909195,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1
0.8851584339817992,-0.7759202715965984,-0.5305986490832921,-0.49715690120713385,-0.5364169551910991,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
-0.2851016203887416,-0.8487738429998853,-0.5305986490832921,-0.49715690120713385,-0.44529313502191953,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0
-0.2851016203887416,-0.7759202715965984,0.48400949940768595,0.6984596955609427,0.03910190903529807,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0
0.8851584339817992,-0.1930917003703033,-0.5305986490832921,-0.49715690120713385,-0.5163543675841669,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1
0.8851584339817992,-1.5044559856294673,1.498617647898664,1.894076292329019,-0.006460001049291706,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
-0.2851016203887416,0.4990172279609222,-0.5305986490832921,1.894076292329019,-0.16712568397916092,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
-0.2851016203887416,0.899711870679,-0.5305986490832921,-0.49715690120713385,-0.41651719181059965,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0
-0.2851016203887416,1.5553940133085822,-0.5305986490832921,-0.49715690120713385,-0.42562957382751765,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0
-1.4553616747592824,-0.5573595573867377,0.48400949940768595,-0.49715690120713385,0.6117431789405632,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1
0.8851584339817992,1.8832350846233732,-0.5305986490832921,-0.49715690120713385,-0.5114778044079552,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
0.8851584339817992,0.7904315135740697,-0.5305986490832921,1.894076292329019,-0.38774124859927983,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
0.8851584339817992,-0.10202473611619467,-0.5305986490832921,-0.49715690120713385,-0.5256259764868542,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
-1.4553616747592824,1.5553940133085822,-0.5305986490832921,0.6984596955609427,0.5115875493954574,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0.8851584339817992,-0.994480985806459,-0.5305986490832921,-0.49715690120713385,-0.5175533652179719,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1
0.8851584339817992,0.025469013839557384,-0.5305986490832921,-0.49715690120713385,-0.5114778044079552,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
0.8851584339817992,-0.10202473611619467,-0.5305986490832921,-0.49715690120713385,-0.4997276275966662,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
0.8851584339817992,-0.10202473611619467,7.586266538844533,1.894076292329019,0.6683358672561589,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
0.8851584339817992,1.0454190134855739,-0.5305986490832921,0.6984596955609427,-0.35704690917387194,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
-0.2851016203887416,0.7540047278724263,-0.5305986490832921,-0.49715690120713385,-0.36376129592317996,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1
0.8851584339817992,-0.2659452717735902,-0.5305986490832921,-0.49715690120713385,-0.5167533939966972,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
0.8851584339817992,-0.9216274144031722,-0.5305986490832921,-0.49715690120713385,-0.4997276275966662,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
0.8851584339817992,-2.0872845568557623,3.52783394488062,0.6984596955609427,0.09545479782413278,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0.8851584339817992,-1.5044559856294673,-0.5305986490832921,1.894076292329019,-0.2721578767004784,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1
-1.4553616747592824,-0.10202473611619467,-0.5305986490832921,0.6984596955609427,0.38920921810635634,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1
0.8851584339817992,1.1182725848888608,0.48400949940768595,4.285309485865172,-0.13067615591148912,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0
